article_name,author_name,section_name,date,summary_text,article_url,author_url,section_url
Shoot To Thrill,Vince Aletti,Critic’s Notebook,2008-05-26,"The Whitney’s show of nearly a hundred Polaroids by Robert Mapplethorpe includes some of the artist’s best work, much of it on exhibit for the…",http://www.newyorker.com/magazine/2008/05/26/shoot-to-thrill,http://www.newyorker.com/contributors/vince-aletti,http://www.newyorker.com/magazine/critics-notebook
Nightmare Alley,Richard Brody,DVD Notes,2008-05-26,Woody Allen had the misfortune to see his drama “Cassandra’s Dream” (Genius Products) released soon after Sidney Lumet’s “Before the Devil Knows You’re Dead.” In…,http://www.newyorker.com/magazine/2008/05/26/nightmare-alley,http://www.newyorker.com/contributors/richard-brody,http://www.newyorker.com/magazine/dvd-notes
Catching Flacks,Anthony Lane,Critic’s Notebook,2008-05-26,"No film fits more neatly into MOMA’s “Jazz Score” series than “Sweet Smell of Success” (1957), screening May 24 and May 25. The sounds range…",http://www.newyorker.com/magazine/2008/05/26/catching-flacks,http://www.newyorker.com/contributors/anthony-lane,http://www.newyorker.com/magazine/critics-notebook
Elettaria,Mike Peed,Tables for Two,2008-05-26,Any restaurant formed by the remaining Presidential candidates (two parts Kenya and Kansas; one part Panama Canal Zone; a dash of Anywhere You Want) would…,http://www.newyorker.com/magazine/2008/05/26/elettaria,http://www.newyorker.com/contributors/mike-peed,http://www.newyorker.com/magazine/tables-for-two
"Looking Back on the Muckleshoot Reservation from Galisteo Street, Santa Fe",Arthur Sze,,2008-05-26,,http://www.newyorker.com/magazine/2008/05/26/looking-back-on-the-muckleshoot-reservation-from-galisteo-street-santa-fe,,
Neck,Sarah Arvio,,2008-05-26,,http://www.newyorker.com/magazine/2008/05/26/neck,,
Rain,Don Paterson,,2008-05-26,,http://www.newyorker.com/magazine/2008/05/26/rain-poems-don-paterson,,
Virtual Iraq,Sue Halpern,Annals of Psychology,2008-05-19,"In November, 2004, when he was nineteen years old, a marine I’ll call Travis Boyd found himself about to rush the roof of the tallest…",http://www.newyorker.com/magazine/2008/05/19/virtual-iraq,http://www.newyorker.com/contributors/sue-halpern,http://www.newyorker.com/magazine/annals-of-psychology
Largo Nights,Dana Goodyear,Letter from Los Angeles,2008-05-19,"A few days before the Super Bowl this past February, Benmont Tench, who has been playing keyboards with Tom Petty and the Heartbreakers for more…",http://www.newyorker.com/magazine/2008/05/19/largo-nights,http://www.newyorker.com/contributors/dana-goodyear,http://www.newyorker.com/magazine/letter-from-los-angeles
The Bribe,Peter J. Boyer,A Reporter at Large,2008-05-19,"The most exuberant football rally at the University of Mississippi last year occurred four days after the season ended, when the school’s chancellor, Robert Khayat,…",http://www.newyorker.com/magazine/2008/05/19/the-bribe,http://www.newyorker.com/contributors/peter-j-boyer,http://www.newyorker.com/magazine/a-reporter-at-large
Bird-Watcher,David Remnick,Profiles,2008-05-19,"Every weekday for the past twenty-seven years, a long-in-the-tooth history major named Phil Schaap has hosted a morning program on WKCR, Columbia University’s radio station,…",http://www.newyorker.com/magazine/2008/05/19/bird-watcher,http://www.newyorker.com/contributors/david-remnick,http://www.newyorker.com/magazine/profiles
Vlad the Implier,Roz Chast,Sketchbook,2008-05-19,,http://www.newyorker.com/magazine/2008/05/19/vlad-the-implier,http://www.newyorker.com/contributors/roz-chast,http://www.newyorker.com/magazine/sketchbook
The Symbols on My Flag (And What They Mean),Jack Handey,Shouts & Murmurs,2008-05-19,The bra and panties stand for women’s rights.Davy Crockett shaking hands with Daniel Boone symbolizes how we need to put aside our differences.The skull and…,http://www.newyorker.com/magazine/2008/05/19/the-symbols-on-my-flag-and-what-they-mean,http://www.newyorker.com/contributors/jack-handey,http://www.newyorker.com/magazine/shouts-murmurs
East Wind,Julian Barnes,Fiction,2008-05-19,"The previous November, a row of wooden beach huts, their paintwork lifted and flaked by the hard east wind, had burned to the ground. The…",http://www.newyorker.com/magazine/2008/05/19/east-wind,http://www.newyorker.com/contributors/julian-barnes,http://www.newyorker.com/magazine/fiction
Idolatry,Sasha Frere-Jones,Pop Music,2008-05-19,"At a time when radio has lost relevance, and many fans have settled on niches that are reinforced on the Web every twenty minutes with…",http://www.newyorker.com/magazine/2008/05/19/idolatry,http://www.newyorker.com/contributors/sasha-frere-jones,http://www.newyorker.com/magazine/pop-music
The Last Bite,Bee Wilson,A Critic at Large,2008-05-19,"In his “Essay on the Principle of Population,” of 1798, the English parson Thomas Malthus insisted that human populations would always be “checked” (a polite…",http://www.newyorker.com/magazine/2008/05/19/the-last-bite,http://www.newyorker.com/contributors/bee-wilson,http://www.newyorker.com/magazine/a-critic-at-large
Briefly Noted,,Books,2008-05-19,"The Invention of Everything Else, by Samantha Hunt (Houghton Mifflin; $24). In this surreal historical novel, the aged and forgotten scientist Nikola Tesla is eking…",http://www.newyorker.com/magazine/2008/05/19/briefly-noted-the-invention-of-everything-else,,http://www.newyorker.com/magazine/books-tag
Diehards,John Lahr,The Theatre,2008-05-19,"Let’s let Marlene, the diehard Thatcherite in Caryl Churchill’s 1982 play “Top Girls” (revived at the Biltmore, under the direction of James Macdonald), make the…",http://www.newyorker.com/magazine/2008/05/19/diehards-2,http://www.newyorker.com/contributors/john-lahr,http://www.newyorker.com/magazine/the-theatre
The Unquiet Life,David Denby,The Current Cinema,2008-05-19,"David Owen (Tim Robbins), the outraged hero of “Noise,” is a pain in the neck, and, depending on your point of view, either the craziest…",http://www.newyorker.com/magazine/2008/05/19/the-unquiet-life,http://www.newyorker.com/contributors/david-denby,http://www.newyorker.com/magazine/the-current-cinema
Over Not Out,Hendrik Hertzberg,Comment,2008-05-19,"When the polls closed in Indiana and North Carolina last Tuesday evening, a lot of Barack Obama supporters braced themselves for bad news. Their candidate…",http://www.newyorker.com/magazine/2008/05/19/over-not-out,http://www.newyorker.com/contributors/hendrik-hertzberg,http://www.newyorker.com/magazine/comment
Cyclone,George Packer,Rangoon Postcard,2008-05-19,"The Burmese military government, which hides from its people in the splendid isolation of a jungle capital newly manufactured in the center of the country,…",http://www.newyorker.com/magazine/2008/05/19/cyclone,http://www.newyorker.com/contributors/george-packer,http://www.newyorker.com/magazine/rangoon-postcard
Fly on the Wall,Adam Gopnik,The Republic,2008-05-19,"Yasmina Reza, the French playwright (“Art,” among other works), was in town last week, talking about her newly translated book on Nicolas Sarkozy, the French…",http://www.newyorker.com/magazine/2008/05/19/fly-on-the-wall-the-republic-adam-gopnik,http://www.newyorker.com/contributors/adam-gopnik,http://www.newyorker.com/magazine/the-republic
Born Green,Lizzie Widdicombe,Superheroes Dept.,2008-05-19,"“Our world is in peril. Gaia, the spirit of the earth, can no longer stand the destruction plaguing our planet. She sends five magic rings…",http://www.newyorker.com/magazine/2008/05/19/born-green,http://www.newyorker.com/contributors/lizzie-widdicombe,http://www.newyorker.com/magazine/superheroes-dept
Mamet Talk,Lillian Ross,Ink,2008-05-19,"The playwright and screenwriter David Mamet was in town recently to talk about his new film, “Redbelt.” He sat patiently for an interview on a…",http://www.newyorker.com/magazine/2008/05/19/mamet-talk,http://www.newyorker.com/contributors/lillian-ross,http://www.newyorker.com/magazine/ink-tag
Show People,Hilton Als,Critic’s Notebook,2008-05-19,"“The Fourth Wall” is the photographer Amy Arbus’s fourth book of pictures, and it is her masterpiece. Taken over the course of three years, the…",http://www.newyorker.com/magazine/2008/05/19/show-people-hilton-als,http://www.newyorker.com/contributors/hilton-als,http://www.newyorker.com/magazine/critics-notebook
Staying Power,Ben Greenman,Pop Notes,2008-05-19,The Old 97’s have been occupying a valuable sliver near the border of alternative country and power pop for the better part of a decade.…,http://www.newyorker.com/magazine/2008/05/19/staying-power-pop-notes-ben-greenman,http://www.newyorker.com/contributors/ben-greenman,http://www.newyorker.com/magazine/pop-notes
Pipe Dreams,David Denby,Critic’s Notebook,2008-05-19,"“Cluny Brown,” Ernst Lubitsch’s last movie, is a satire of British manners that skitters along the border of complete absurdity. Jennifer Jones plays a luminously…",http://www.newyorker.com/magazine/2008/05/19/pipe-dreams-david-denby,http://www.newyorker.com/contributors/david-denby,http://www.newyorker.com/magazine/critics-notebook
Commerce,Nick Paumgarten,Tables for Two,2008-05-19,"Fancy food, unfancy setting: that’s the guiding idea at Commerce, and the source of its schizophrenic charm. This ancient space, at the end of Commerce…",http://www.newyorker.com/magazine/2008/05/19/commerce-tables-for-two-nick-paumgarten,http://www.newyorker.com/contributors/nick-paumgarten,http://www.newyorker.com/magazine/tables-for-two
Reasonable Doubt,Sasha Frere-Jones,Critic’s Notebook,2008-05-19,"On April 25, three New York City detectives were acquitted on all charges in the shooting death of Sean Bell, an unarmed man whose car…",http://www.newyorker.com/magazine/2008/05/19/reasonable-doubt,http://www.newyorker.com/contributors/sasha-frere-jones,http://www.newyorker.com/magazine/critics-notebook
A Primer,Bob Hicok,,2008-05-19,,http://www.newyorker.com/magazine/2008/05/19/a-primer,,
Young Orchard,Richard Wilbur,,2008-05-19,,http://www.newyorker.com/magazine/2008/05/19/young-orchard,,
In the Air,Malcolm Gladwell,Annals of Innovation,2008-05-12,"Nathan Myhrvold met Jack Horner on the set of the “Jurassic Park” sequel in 1996. Horner is an eminent paleontologist, and was a consultant on…",http://www.newyorker.com/magazine/2008/05/12/in-the-air,http://www.newyorker.com/contributors/malcolm-gladwell,http://www.newyorker.com/magazine/annals-of-innovation
Birdbrain,Margaret Talbot,A Reporter at Large,2008-05-12,The woman who wondered what language could reveal about the world’s chattiest parrots.,http://www.newyorker.com/magazine/2008/05/12/birdbrain,http://www.newyorker.com/contributors/margaret-talbot,http://www.newyorker.com/magazine/a-reporter-at-large
Song of the Earth,Alex Ross,Letter from Alaska,2008-05-12,Alex Ross on the composer who’s made music out of the arctic landscape.,http://www.newyorker.com/magazine/2008/05/12/song-of-the-earth,http://www.newyorker.com/contributors/alex-ross,http://www.newyorker.com/magazine/letter-from-alaska
A Man of Taste,D. T. Max,Profiles,2008-05-12,"The entrance to Alinea, a restaurant in the Lincoln Park neighborhood of Chicago, is unmarked. Visitors pass through gray metal doors, go down a narrowing…",http://www.newyorker.com/magazine/2008/05/12/a-man-of-taste,http://www.newyorker.com/contributors/d-t-max,http://www.newyorker.com/magazine/profiles
Pixel Perfect,Lauren Collins,The World of Fashion,2008-05-12,"For a charity auction a few years back, the photographer Patrick Demarchelier donated a private portrait session. The lot sold, for a hundred and fifty…",http://www.newyorker.com/magazine/2008/05/12/pixel-perfect,http://www.newyorker.com/contributors/lauren-collins,http://www.newyorker.com/magazine/the-world-of-fashion
Bad Dog,Larry Doyle,Shouts & Murmurs,2008-05-12,"The growth overtook Grover’s mouth and he could no longer eat. “Please,” I begged my father. “He needs to go to the doctor.”“Well, we’ll see…",http://www.newyorker.com/magazine/2008/05/12/bad-dog,http://www.newyorker.com/contributors/larry-doyle,http://www.newyorker.com/magazine/shouts-murmurs
A Man Like Him,Yiyun Li,Fiction,2008-05-12,"The girl, unlike most people photographed for fashion magazines, was not beautiful. Moreover, she had no desire to appear beautiful, as anyone looking at her…",http://www.newyorker.com/magazine/2008/05/12/a-man-like-him,http://www.newyorker.com/contributors/yiyun-li,http://www.newyorker.com/magazine/fiction
